-377860437,0,88,False,Lover,,0,,TRUE
-377860436,0,128,False,0,3,1
-377860435,0,125,False,0,1
-377860434,0,107,True,0
-377860433,0,19,True,0,標準
-377860432,0,18,True,0,Stand_29_00
-377860431,0,17,True,0,sound/data/pcm/c32/adv/16.unity3d,adv_ev_32_004
137840354,0,16,False,[H名],「あの……こんなことを言うと笑われるかもしれませんが……」
-377860429,0,19,True,0,疑問
-377860428,0,17,True,0,,adv_ev_32_005
-1909863782,0,16,False,[H名],「あなたとはもうお友達と言っても差し支えない仲になれているのではないかと思うのですが、いかがでしょうか」
1900581111,0,16,False,[P名],「うん、俺もそうだなって思ってたんだ」
-377860425,0,19,True,0,嬉しい
-377860424,0,18,True,0,Stand_24_00
-377860423,0,17,True,0,,adv_ev_32_006
1254043672,0,16,False,[H名],「そうですか……！　私の思い過ごしでなくて安心しました」
1018708146,0,16,False,[P名],「だからこれからはもっとラフにいこうよ。敬語はやめるとか」
-377860420,0,19,True,0,真剣
-377860419,0,17,True,0,,adv_ev_32_007
825410355,0,16,False,[H名],「いえ、それはできません。これは私のアイデンティティでもありますので」
330578074,0,16,False,[P名],「あ……そうなんだ。まあ君がそうしたいなら、いいよ。これからもよろしくね」
-377860416,0,128,False,0,0,1
-377860415,0,125,False,0,0
-377860414,0,22,False,
