-586144309,0,88,False,Lover,,0,,TRUE
-586144308,0,128,False,0,3,1
-586144307,0,125,False,0,1
-586144306,0,107,True,0
-586144305,0,112,False,0,標準
-586144304,0,106,False,0,Stand_29_00
-1339066280,0,16,False,[P名],「ねえ、俺たちそろそろ愛称で呼び合ってみない？」
-586144302,0,17,True,0,sound/data/pcm/c32/adv/16.unity3d,adv_ev_32_173
-1698078526,0,16,False,[H名],「すみませんが、それはできかねます。私はあなたを人として尊敬し、お慕いしているからこそ、今の呼び方をしているので」
558269693,0,16,False,[P名],「その気持ちは嬉しいんだけど、でももっとラフに呼べるようになったら、きっと俺たちの仲もより深まると思うんだ」
-586144299,0,19,True,0,思案
-586144298,0,18,True,0,Stand_16_00
-586144297,0,17,True,0,,adv_ev_32_174
-1189367432,0,16,False,[H名],「……なるほど。確かにあなたの言う事にも一理ありますね。では、試しにお呼びしてみましょうか」
1972916835,0,16,False,[P名],「ありがとう！　じゃあ、俺のことは[Pあだ名]って呼んでくれないかな？　[Hあだ名]」
-586144294,0,19,True,0,ドキドキ
-586144293,0,18,True,0,Stand_Oth_00
-586144292,0,17,True,0,,adv_ev_32_175
1186426646,0,16,False,[H名],「えっ、それは愛称では……！　それに、さり気なくお呼びになったのは、私の……？」
1119479957,0,16,False,[P名],「そうだよ、一所懸命考えてた愛称。それを俺は呼んでみたんだけど……ダメかな？」
-586144289,0,19,True,0,照れ顔
-586144288,0,17,True,0,,adv_ev_32_176
-586144287,0,17,True,0,callBundle,callName0
-1335207889,0,16,False,[H名],「くっ……わ、分かりました。えっと……[Pあだ名]」
-906708955,0,16,False,[P名],「おお、いいっ！　すごく嬉しいよ！」
-586144284,0,19,True,0,恥ずかしくて真っ赤
-586144283,0,18,True,0,Stand_Sat_05
-586144282,0,17,True,0,sound/data/pcm/c32/adv/16.unity3d,adv_ev_32_177
-830362355,0,16,False,[H名],「私は恥ずかしいです……この呼び方には慣れそうもありません」
1264414875,0,16,False,[P名],「そ、そっか。でも、たまにでいいから、呼んでくれると嬉しいかなーって」
-586144279,0,19,True,0,照れ顔
-586144278,0,18,True,0,Stand_19_00
-586144277,0,17,True,0,,adv_ev_32_178
1808367640,0,16,False,[H名],「たまにでしたら……考えておきます」
-586144275,0,128,False,0,0,1
-586144274,0,125,False,0,0
-586144273,0,22,False,
