1683197699,0,128,False,0,3,1
1683197700,0,125,False,0,1
1683197701,0,107,True,0
1683197702,0,19,True,0,微笑
1683197703,0,18,True,0,Stand_Sat_07
1683197704,0,17,True,0,sound/data/pcm/c31/adv/15.unity3d,adv_ev_31_010
-2111516345,0,16,False,[H名],「ほぅ、勇気を出してお誘いか？　ここで断ったら……フッ、泣いてしまいそうだな」
-1959603368,0,16,False,[P名],「いや、泣くかはわからないけど……残念ではあるよ」
1683197707,0,18,True,0,Stand_13_00
1683197708,0,17,True,0,,adv_ev_31_011
-1813556533,0,16,False,[H名],「なんだ、もう少し縋り付いてくる姿が見たかったのだが……まぁいい。ほら、帰るぞ」
1683197710,0,128,False,0,0,1
1683197711,0,125,False,0,0
1683197712,0,22,False,
